Job titles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Country,Salary
Loan Processor,0.5,129,962,0.1340956340956341,Administrative & Clerical,Malaysia,487.5
Full Stack Developer,0.7,154,1044,0.1475095785440613,Administrative & Clerical,Singapore,380.0
It Engineer,0.5,188,1290,0.1457364341085271,Construction,Malaysia,487.5
Line Producer,0.25,334,2201,0.1517492049068605,Leadership & Strategy,Vietnam,556.25
Patient Service Specialist,0.4,394,1479,0.2663962136578769,Communication & PR,Thailand,530.0
Business Project Manager,0.53,207,1602,0.1292134831460674,Data & IT,Malaysia,470.25
Patient Escort,0.15,459,1880,0.2441489361702127,Hospitality,Myanmar,561.25
Bakery Manager,0.84,97,804,0.1206467661691542,Hospitality,Singapore,296.0
Radio,0.1,961,4258,0.2256928135274777,Administrative & Clerical,Cambodia,560.0
Loan Coordinator,0.2,248,1746,0.1420389461626575,Law Enforcement,Laos,560.0
Ticket Taker,0.6,54,349,0.154727793696275,Medical & Healthcare,Singapore,440.0
Shop Foreman,0.4,307,1152,0.2664930555555556,Sales & Marketing,Thailand,530.0
Service Advisor,0.45,192,1798,0.1067853170189099,Supply Chain & Logistics,Malaysia,516.25
Business Advisor,0.15,1242,5280,0.2352272727272727,Leadership & Strategy,Myanmar,561.25
Medical Staff Coordinator,0.2,221,1374,0.160844250363901,Communication & PR,Laos,560.0
Combat Engineer,0.25,72,569,0.1265377855887522,Data & IT,Vietnam,556.25
Automotive Instructor,0.3,112,761,0.1471747700394218,Medical & Healthcare,Philippines,550.0
Genetic Counselor,0.3,111,1099,0.1010009099181073,Supply Chain & Logistics,Philippines,550.0
Corporate Accountant,0.35,486,1586,0.3064312736443884,Law Enforcement,Indonesia,541.25
Collection Specialist,0.6,184,1663,0.1106434155141311,Supply Chain & Logistics,Singapore,440.0
Federal Air Marshal,0.1,397,1560,0.2544871794871794,Leadership & Strategy,Cambodia,560.0
Sewing Machine Operator,0.25,210,758,0.2770448548812665,Leadership & Strategy,Vietnam,556.25
Vice President Of Human Resources,0.1,1110,4297,0.2583197579706772,Sales & Marketing,Cambodia,560.0
Paint Mixer,0.25,254,1269,0.2001576044129235,Administrative & Clerical,Vietnam,556.25
Superintendent,0.25,333,1035,0.3217391304347826,Law Enforcement,Vietnam,556.25
Data Manager,0.35,611,1771,0.3450028232636928,Data & IT,Indonesia,541.25
Manual Machinist,0.1,194,846,0.2293144208037825,Medical & Healthcare,Cambodia,560.0
Sql Dba,0.6,147,1447,0.1015894955079474,Law Enforcement,Singapore,440.0
Meat Manager,0.15,575,2668,0.2155172413793103,Leadership & Strategy,Myanmar,561.25
Storage Manager,0.25,499,1415,0.3526501766784452,Medical & Healthcare,Vietnam,556.25
Installation Coordinator,0.4,588,1814,0.3241455347298787,Law Enforcement,Thailand,530.0
Technical Support Analyst,0.5,220,1796,0.1224944320712694,Sales & Marketing,Malaysia,487.5
911 Operator,0.6,133,1007,0.1320754716981132,Construction,Singapore,440.0
Crm Administrator,0.5,183,1401,0.1306209850107066,Medical & Healthcare,Malaysia,487.5
Industrial Hygienist,0.25,241,1794,0.1343366778149387,Administrative & Clerical,Vietnam,556.25
Business Leader,0.1,1080,4260,0.2535211267605634,Law Enforcement,Cambodia,560.0
Inventor,0.05,850,3331,0.2551786250375262,Communication & PR,Cambodia,580.0
Talent Director,0.1,1233,5283,0.2333901192504258,Sales & Marketing,Cambodia,560.0
Research Technician,0.45,188,1803,0.1042706600110926,Medical & Healthcare,Malaysia,516.25
Truck Driver,0.45,29,189,0.1534391534391534,Law Enforcement,Malaysia,516.25
Telecom Sales,0.35,257,1909,0.1346254583551597,Administrative & Clerical,Indonesia,541.25
Educational Diagnostician,0.3,132,906,0.1456953642384106,Communication & PR,Philippines,550.0
Male Model,0.05,635,2214,0.2868112014453478,Medical & Healthcare,Cambodia,580.0
Recruitment Manager,0.4,643,2048,0.31396484375,Data & IT,Thailand,530.0
Director Of Environmental Services,0.15,891,3549,0.2510566356720203,Supply Chain & Logistics,Myanmar,561.25
DJ,0.05,805,3413,0.2358628772341049,Sales & Marketing,Cambodia,580.0
Entry Level Developer,0.7,151,1033,0.1461761858664085,Sales & Marketing,Singapore,380.0
Gardener,0.1,229,911,0.2513721185510428,Supply Chain & Logistics,Cambodia,560.0
Restaurant,0.3,180,1490,0.1208053691275167,Medical & Healthcare,Philippines,550.0
Special Educator,0.1,683,2612,0.2614854517611026,Medical & Healthcare,Cambodia,560.0
Marketing Professional,0.3,283,2192,0.1291058394160583,Construction,Philippines,550.0
Animal Keeper,0.05,272,1404,0.1937321937321937,Hospitality,Cambodia,580.0
City Clerk,0.3,137,865,0.1583815028901734,Supply Chain & Logistics,Philippines,550.0
Junior Recruiter,0.2,252,1759,0.1432632177373507,Construction,Laos,560.0
Rigger,0.1,176,867,0.2029988465974625,Leadership & Strategy,Cambodia,560.0
Construction Project Manager,0.2,6,46,0.1304347826086956,Communication & PR,Laos,560.0
Breakfast Attendant,0.13,271,1062,0.2551789077212806,Data & IT,Myanmar,569.75
Reimbursement Specialist,0.15,899,3586,0.250697155605131,Medical & Healthcare,Myanmar,561.25
Elevator Mechanic,0.25,58,490,0.1183673469387755,Hospitality,Vietnam,556.25
Investor,0.05,995,3428,0.2902567094515753,Law Enforcement,Cambodia,580.0
Assistant Marketing Manager,0.45,841,3003,0.28005328005328,Construction,Malaysia,516.25
Costume Designer,0.05,1169,4939,0.2366875885806843,Medical & Healthcare,Cambodia,580.0
Hr Representative,0.1,1147,4480,0.2560267857142857,Communication & PR,Cambodia,560.0
Maintenance Coordinator,0.2,158,1227,0.1287693561532192,Supply Chain & Logistics,Laos,560.0
Science Teacher,0.05,735,3221,0.2281900031046259,Data & IT,Cambodia,580.0
Software Quality Assurance,0.5,275,2220,0.1238738738738738,Sales & Marketing,Malaysia,487.5
Veterinary Receptionist,0.2,168,1401,0.1199143468950749,Hospitality,Laos,560.0
Management Analyst,0.35,442,2925,0.1511111111111111,Medical & Healthcare,Indonesia,541.25
Development Assistant,0.25,238,1584,0.1502525252525252,Data & IT,Vietnam,556.25
Laboratory Supervisor,0.2,212,1450,0.1462068965517241,Leadership & Strategy,Laos,560.0
Medical Records Technician,0.45,568,1830,0.3103825136612022,Supply Chain & Logistics,Malaysia,516.25
Chef De Cuisine,0.25,132,1016,0.1299212598425196,Leadership & Strategy,Vietnam,556.25
Chief Marketing Officer,0.15,1268,5313,0.2386598908338038,Construction,Myanmar,561.25
Script Writer,0.2,1299,5364,0.2421700223713646,Law Enforcement,Laos,560.0
Specimen Processor,0.4,325,1144,0.2840909090909091,Communication & PR,Thailand,530.0
Financial Advisor Trainee,0.15,956,3721,0.2569201827465735,Administrative & Clerical,Myanmar,561.25
Video Game Tester,0.4,532,1838,0.2894450489662676,Data & IT,Thailand,530.0
Business Consultant,0.4,997,2969,0.3358033007746716,Sales & Marketing,Thailand,530.0
Calibration Technician,0.4,478,1599,0.2989368355222013,Hospitality,Thailand,530.0
Ticketing Agent,0.4,495,1754,0.282212086659065,Communication & PR,Thailand,530.0
Marketing Data Analyst,0.4,1027,3220,0.3189440993788819,Sales & Marketing,Thailand,530.0
Marketing Administrator,0.2,488,3153,0.1547732318426895,Hospitality,Laos,560.0
Collection Representative,0.6,181,1646,0.1099635479951397,Medical & Healthcare,Singapore,440.0
Collection Analyst,0.3,174,1017,0.1710914454277286,Sales & Marketing,Philippines,550.0
CNA,0.5,31,233,0.1330472103004291,Communication & PR,Malaysia,487.5
Pediatric Physical Therapist,0.2,539,2165,0.248960739030023,Law Enforcement,Laos,560.0
Sap Developer,0.7,131,929,0.1410118406889128,Sales & Marketing,Singapore,380.0
Compensation Manager,0.5,170,1254,0.1355661881977671,Construction,Malaysia,487.5
Security Consultant,0.7,151,986,0.1531440162271805,Sales & Marketing,Singapore,380.0
Architectural Draftsman,0.5,137,932,0.1469957081545064,Law Enforcement,Malaysia,487.5
Technical Marketing Engineer,0.7,244,1576,0.1548223350253807,Construction,Singapore,380.0
Leadership Development Program,0.1,1232,4753,0.2592047128129602,Supply Chain & Logistics,Cambodia,560.0
Control Room Operator,0.2,5,40,0.125,Data & IT,Laos,560.0
Building Official,0.15,908,3641,0.2493820379016753,Law Enforcement,Myanmar,561.25
Companion,0.05,652,2634,0.2475322703113135,Communication & PR,Cambodia,580.0
Aircraft Cleaner,0.11,185,826,0.2239709443099273,Supply Chain & Logistics,Myanmar,578.25
Brand Strategist,0.3,283,1841,0.1537208039109179,Hospitality,Philippines,550.0
Home Health Nurse,0.05,373,1542,0.24189364461738,Communication & PR,Cambodia,580.0
Landscaping,0.1,551,2538,0.2171000788022064,Hospitality,Cambodia,560.0
Assisted Living Administrator,0.3,121,663,0.1825037707390648,Data & IT,Philippines,550.0
Operations Engineer,0.45,186,1833,0.1014729950900163,Communication & PR,Malaysia,516.25
School Nurse,0.05,454,2122,0.2139491046182846,Communication & PR,Cambodia,580.0
Legal Administrator,0.25,285,1844,0.1545553145336225,Data & IT,Vietnam,556.25
Metallurgical Engineer,0.3,154,823,0.1871202916160388,Supply Chain & Logistics,Philippines,550.0
Courier Driver,0.4,61,182,0.3351648351648351,Administrative & Clerical,Thailand,530.0
Cad Engineer,0.5,547,2314,0.2363872082973206,Supply Chain & Logistics,Malaysia,487.5
It Specialist,0.38,547,1548,0.3533591731266149,Supply Chain & Logistics,Thailand,541.0
Clinical Project Manager,0.57,121,942,0.1284501061571125,Supply Chain & Logistics,Singapore,458.0
Farmer,0.1,533,2542,0.2096774193548387,Supply Chain & Logistics,Cambodia,560.0
Equipment Operator,0.3,127,702,0.1809116809116809,Law Enforcement,Philippines,550.0
Brand Director,0.3,264,1671,0.1579892280071813,Law Enforcement,Philippines,550.0
Front Desk Coordinator,0.6,105,855,0.1228070175438596,Medical & Healthcare,Singapore,440.0
Financial Business Analyst,0.3,376,2519,0.149265581579992,Communication & PR,Philippines,550.0
Consulting Engineer,0.28,208,1679,0.1238832638475282,Supply Chain & Logistics,Philippines,560.0
Pcb Designer,0.45,120,1161,0.1033591731266149,Leadership & Strategy,Malaysia,516.25
Packaging Designer,0.25,781,2946,0.2651052274270197,Communication & PR,Vietnam,556.25
Software Developer,0.25,946,2429,0.3894606834088102,Sales & Marketing,Vietnam,556.25
Fraud Investigator,0.5,169,1270,0.1330708661417322,Medical & Healthcare,Malaysia,487.5
Armed Guard,0.4,223,1030,0.216504854368932,Leadership & Strategy,Thailand,530.0
Qa Tester,0.5,280,2236,0.1252236135957066,Supply Chain & Logistics,Malaysia,487.5
Call Center Specialist,0.3,301,1816,0.1657488986784141,Leadership & Strategy,Philippines,550.0
Freelance Makeup Artist,0.2,207,1293,0.1600928074245939,Medical & Healthcare,Laos,560.0
Horticulturist,0.2,168,1207,0.1391880695940348,Hospitality,Laos,560.0
General Practitioner,0.05,440,1819,0.2418911489829576,Law Enforcement,Cambodia,580.0
Gate Agent,0.45,331,1172,0.2824232081911262,Data & IT,Malaysia,516.25
School Principal,0.2,214,1200,0.1783333333333333,Supply Chain & Logistics,Laos,560.0
Senior Network Engineer,0.4,609,1807,0.3370226895406751,Sales & Marketing,Thailand,530.0
Chauffeur,0.3,56,442,0.1266968325791855,Construction,Philippines,550.0
Tanker Driver,0.45,28,185,0.1513513513513513,Supply Chain & Logistics,Malaysia,516.25
Video Producer,0.25,945,2922,0.3234086242299794,Leadership & Strategy,Vietnam,556.25
Security Dispatcher,0.65,84,774,0.1085271317829457,Construction,Singapore,410.0
Forestry Technician,0.1,270,854,0.3161592505854801,Sales & Marketing,Cambodia,560.0
Store Shopper,0.5,64,529,0.1209829867674858,Data & IT,Malaysia,487.5
Statistical Analyst,0.75,166,1087,0.1527138914443422,Communication & PR,Singapore,350.0
Sales Analyst,0.5,212,1978,0.1071789686552072,Law Enforcement,Malaysia,487.5
Mainframe Developer,0.2,295,1760,0.1676136363636363,Sales & Marketing,Laos,560.0
Health Aide,0.15,270,1051,0.2568981921979067,Hospitality,Myanmar,561.25
Purchasing Director,0.2,226,1559,0.1449647209749839,Supply Chain & Logistics,Laos,560.0
Business Intelligence Manager,0.25,235,1554,0.1512226512226512,Communication & PR,Vietnam,556.25
Radio Operator,0.6,124,890,0.1393258426966292,Medical & Healthcare,Singapore,440.0
Wound Care Nurse,0.05,395,1862,0.2121374865735768,Administrative & Clerical,Cambodia,580.0
Hospitality Manager,0.3,192,1637,0.1172877214416615,Hospitality,Philippines,550.0
Personnel Security Specialist,0.4,511,1730,0.2953757225433526,Hospitality,Thailand,530.0
Payroll Director,0.05,626,2573,0.2432957636999611,Construction,Cambodia,580.0
Kitchen Manager,0.3,165,1172,0.1407849829351536,Law Enforcement,Philippines,550.0
Human Resource Assistant,0.1,1143,4472,0.2555903398926655,Administrative & Clerical,Cambodia,560.0
Executive Recruiter,0.15,947,3897,0.2430074416217603,Sales & Marketing,Myanmar,561.25
Hairstylist,0.25,127,992,0.1280241935483871,Data & IT,Vietnam,556.25
Speaker,0.1,1128,4578,0.2463958060288335,Leadership & Strategy,Cambodia,560.0
Mammography Technologist,0.3,112,1067,0.1049671977507029,Leadership & Strategy,Philippines,550.0
University President,0.15,1100,4081,0.2695417789757412,Hospitality,Myanmar,561.25
Public Relations Specialist,0.3,351,2093,0.1677018633540372,Medical & Healthcare,Philippines,550.0
Assistant Engineer,0.15,845,3010,0.2807308970099668,Administrative & Clerical,Myanmar,561.25
Fpga Design Engineer,0.55,130,998,0.1302605210420841,Communication & PR,Malaysia,458.75
Digital Marketing Strategist,0.55,238,1912,0.1244769874476987,Data & IT,Malaysia,458.75
Forester,0.1,549,2492,0.2203049759229534,Hospitality,Cambodia,560.0
Structural Designer,0.65,130,965,0.1347150259067357,Law Enforcement,Singapore,410.0
Drywall Finisher,0.2,39,433,0.0900692840646651,Administrative & Clerical,Laos,560.0
Physician Assistant,0.12,540,2123,0.2543570419218087,Hospitality,Myanmar,574.0
Claims Representative,0.35,240,1572,0.1526717557251908,Hospitality,Indonesia,541.25
Receptionist,0.5,81,662,0.1223564954682779,Law Enforcement,Malaysia,487.5
Air Marshal,0.4,41,325,0.1261538461538461,Communication & PR,Thailand,530.0
Commercial Loan Officer,0.35,441,1284,0.3434579439252336,Medical & Healthcare,Indonesia,541.25
Naval Architect,0.2,87,982,0.0885947046843177,Hospitality,Laos,560.0
Orthopaedic Surgeon,0.12,391,1430,0.2734265734265734,Sales & Marketing,Myanmar,574.0
Hospital Receptionist,0.25,254,1641,0.1547836684948202,Supply Chain & Logistics,Vietnam,556.25
Sap Administrator,0.4,671,2130,0.3150234741784037,Law Enforcement,Thailand,530.0
Histology Technician,0.3,113,1143,0.0988626421697287,Sales & Marketing,Philippines,550.0
Dietary Aide,0.1,749,3220,0.2326086956521739,Leadership & Strategy,Cambodia,560.0
Support Worker,0.25,430,1274,0.3375196232339089,Sales & Marketing,Vietnam,556.25
Chemical Engineer,0.5,116,845,0.1372781065088757,Data & IT,Malaysia,487.5
Blog Writer,0.35,327,2442,0.1339066339066339,Law Enforcement,Indonesia,541.25
Loadmaster,0.1,554,2024,0.2737154150197628,Communication & PR,Cambodia,560.0
Pilot,0.2,258,1487,0.1735036987222595,Sales & Marketing,Laos,560.0
Payroll Clerk,0.3,186,1363,0.1364636830520909,Hospitality,Philippines,550.0
Customer Service Specialist,0.1,1156,4590,0.2518518518518518,Hospitality,Cambodia,560.0
Facilitator,0.25,287,2002,0.1433566433566433,Data & IT,Vietnam,556.25
Sales Consultant,0.35,996,3045,0.3270935960591133,Sales & Marketing,Indonesia,541.25
Computer Operator,0.4,457,1300,0.3515384615384615,Hospitality,Thailand,530.0
Medical Administrative Assistant,0.5,115,848,0.1356132075471698,Data & IT,Malaysia,487.5
Operations Supervisor,0.3,207,1373,0.1507647487254187,Sales & Marketing,Philippines,550.0
Hydrologist,0.2,149,1126,0.1323268206039076,Data & IT,Laos,560.0
Virtual Assistant,0.4,589,1932,0.3048654244306418,Hospitality,Thailand,530.0
Child Care Assistant,0.1,424,1785,0.2375350140056022,Law Enforcement,Cambodia,560.0
Academic Dean,0.1,861,3610,0.2385041551246537,Sales & Marketing,Cambodia,560.0
Recreation Leader,0.25,600,1484,0.4043126684636118,Law Enforcement,Vietnam,556.25
Cloud Architect,0.6,142,1039,0.136669874879692,Construction,Singapore,440.0
Marine Engineer,0.25,220,1668,0.13189448441247,Leadership & Strategy,Vietnam,556.25
Loss Mitigation Specialist,0.4,584,2004,0.2914171656686626,Medical & Healthcare,Thailand,530.0
Building Engineer,0.15,1009,4044,0.2495054401582591,Supply Chain & Logistics,Myanmar,561.25
Customer Service Director,0.2,10,60,0.1666666666666666,Data & IT,Laos,560.0
It Support Specialist,0.3,223,1517,0.1470006591957811,Data & IT,Philippines,550.0
Community Service Officer,0.2,6,20,0.3,Communication & PR,Laos,560.0
Staff Attorney,0.3,135,1167,0.1156812339331619,Supply Chain & Logistics,Philippines,550.0
Claims Investigator,0.45,733,2717,0.2697828487302171,Law Enforcement,Malaysia,516.25
Quantity Surveyor,0.5,80,636,0.1257861635220125,Medical & Healthcare,Malaysia,487.5
Development Director,0.2,10,60,0.1666666666666666,Data & IT,Laos,560.0
Senior Merchandiser,0.29,616,1598,0.3854818523153942,Administrative & Clerical,Philippines,555.0
Lead Pastor,0.05,514,2290,0.2244541484716157,Administrative & Clerical,Cambodia,580.0
Regulatory Affairs Manager,0.24,259,1843,0.1405317417254476,Sales & Marketing,Vietnam,561.0
Medical Recruiter,0.25,800,2214,0.3613369467028003,Construction,Vietnam,556.25
Freelance Producer,0.2,292,1763,0.1656267725467952,Sales & Marketing,Laos,560.0
Test Coordinator,0.2,209,1536,0.1360677083333333,Construction,Laos,560.0
Inventory Accountant,0.2,227,1633,0.1390079608083282,Data & IT,Laos,560.0
Mechanical Technician,0.2,157,1216,0.1291118421052631,Data & IT,Laos,560.0
Associate Dean,0.1,905,3782,0.2392913802221047,Leadership & Strategy,Cambodia,560.0
Lead Teacher,0.1,795,3359,0.2366775826138731,Leadership & Strategy,Cambodia,560.0
Youth Worker,0.3,158,1318,0.1198786039453717,Communication & PR,Philippines,550.0
Retail Banker,0.05,637,2687,0.2370673613695571,Leadership & Strategy,Cambodia,580.0
Model Maker,0.1,445,1839,0.241979336595976,Administrative & Clerical,Cambodia,560.0
Food Broker,0.3,157,1152,0.1362847222222222,Medical & Healthcare,Philippines,550.0
Assistant Dean,0.1,906,3780,0.2396825396825397,Administrative & Clerical,Cambodia,560.0
Sports Nutritionist,0.2,105,692,0.1517341040462427,Construction,Laos,560.0
Sanitation Worker,0.3,54,404,0.1336633663366336,Hospitality,Philippines,550.0
Sql Data Analyst,0.65,250,1459,0.1713502398903358,Data & IT,Singapore,410.0
Freight Associate,0.25,214,1722,0.1242740998838559,Administrative & Clerical,Vietnam,556.25
Dance Instructor,0.05,850,3783,0.2246893999471319,Hospitality,Cambodia,580.0
Environmental Project Manager,0.55,110,869,0.1265822784810126,Law Enforcement,Malaysia,458.75
